Timestamp	Feature 1	Feature 2	Feature 3	Feature 4	Feature 5	Feature 6	Feature 7
19/01/2024 15:14	1551.7365	14600482895	25527.6504	131981.1265	1678.037358	138.3084402	417.7030753
19/01/2024 15:14	1551.819833	14594908999	24340.03804	131938.2084	1331.87806	106.240757	349.038005
19/01/2024 15:14	1551.79	14595005950	24448.78757	131958.3061	1735.819243	110.1609501	203.397024
19/01/2024 15:14	1551.831167	14602879673	25633.309	131973.9259	1656.342797	142.1455837	362.3212734
19/01/2024 15:14	1551.751167	14596754891	24860.79858	131953.2578	1515.292074	101.7153516	304.075258
19/01/2024 15:17	1551.718667	14597795252	25135.05485	131941.1567	1606.722335	100.0346492	322.8111414
19/01/2024 15:17	1551.9005	14605608395	25872.90393	131977.5657	1882.659946	124.2095547	311.5994981
19/01/2024 15:17	1551.753	14599938902	25385.77732	131941.9437	1750.098251	144.728004	351.5544196
19/01/2024 15:17	1551.348667	14587841894	24624.29676	131920.3175	1323.652042	107.8810357	350.5463127
19/01/2024 15:17	1552.050333	14603796522	25105.8498	131940.2806	1170.438687	112.9510916	285.3472606
19/01/2024 15:17	1551.735333	14601534224	25706.49262	131988.246	1813.68564	127.5260691	307.4572891
19/01/2024 15:17	1551.689167	14598658839	25370.53655	131930.8444	1532.390245	118.3043339	290.8940749
19/01/2024 15:18	1551.659333	14594824724	24824.10061	131971.1346	1544.496918	124.8468875	371.2295717
19/01/2024 15:18	1551.893	14597297564	24511.04388	131938.5791	1368.146727	99.67295172	341.6529375
19/01/2024 15:18	1551.850833	14597515859	24678.30092	131977.5247	1318.593961	90.29417371	323.8622578
19/01/2024 15:18	1551.802667	14601586074	25506.16273	132000.9028	1648.02574	114.8000395	395.9215265
19/01/2024 15:18	1551.892167	14599865513	24941.62187	131979.5191	1518.343134	104.0803648	345.2846178
19/01/2024 15:18	1551.73	14598770634	25262.4461	131979.2196	1305.95152	138.9521416	341.9807768
19/01/2024 15:18	1551.655333	14592962922	24526.21354	131969.9771	1207.561816	118.4454747	333.9755133
19/01/2024 15:18	1551.889833	14600655077	25080.45803	132007.6973	1415.789863	121.9980013	351.9893714
19/01/2024 15:18	1551.783833	14595866909	24611.41944	131931.1555	1411.324839	127.5968524	327.1933745
19/01/2024 15:18	1551.740833	14598692501	25215.803	131958.7435	1207.270311	127.5479619	370.6419207
19/01/2024 15:19	1551.780167	14600916597	25464.41384	131987.5405	1445.641011	113.1873066	273.5479964
19/01/2024 15:19	1551.737	14600430486	25517.36383	131966.1631	1408.097993	123.3726168	383.2263165
19/01/2024 15:19	1551.73	14596326156	24855.0331	131960.5842	1265.394117	134.3776697	294.400319
19/01/2024 15:19	1551.861833	14597903559	24708.77674	131967.9145	1725.584475	130.4527714	288.3462245
19/01/2024 15:19	1551.895	14599052606	24797.34331	131945.214	1739.267881	115.6304122	288.8044461
19/01/2024 15:19	1551.761333	14598529896	25125.08037	131947.659	1614.053971	110.3043135	378.1951465
19/01/2024 15:19	1551.774167	14597914939	24982.75883	131989.7533	1983.322592	140.3641868	271.0054032
19/01/2024 15:19	1551.6995	14601803963	25862.65553	131963.9927	1755.111668	122.9027816	313.4328632
19/01/2024 15:19	1551.6745	14600468925	25717.73355	131951.4129	1602.51766	136.8609948	359.4147638
19/01/2024 15:19	1551.684	14599055678	25452.71048	131952.9686	1433.008887	120.235857	374.8419256
19/01/2024 15:20	1551.744167	14602055865	25766.01872	131985.907	1562.663403	124.599844	449.3276568
19/01/2024 15:20	1551.744833	14598405769	25155.60039	131946.6802	1613.522962	127.5249477	340.6461579
