Timestamp	Feature 1	Feature 2	Feature 3	Feature 4	Feature 5	Feature 6	Feature 7	Feature 8	Feature 9	Feature 10	Feature 11	Feature 12	Feature 13	Feature 14	Feature 15	Feature 16	Feature 17	Feature 18	Feature 19	Feature 20	Feature 21	Feature 22	Feature 23	Feature 24	Feature 25	Feature 26	Feature 27	Feature 28	Feature 29	Feature 30	Feature 31	Feature 32	Feature 33	Feature 34	Feature 35	Feature 36	Feature 37	Feature 38	Feature 39	Feature 40	Feature 41	Feature 42	Feature 43	Feature 44	Feature 45	Feature 46	Feature 47	Feature 48	Feature 49	Feature 50	Feature 51	Feature 52	Feature 53	Feature 54	Feature 55	Feature 56	Feature 57	Feature 58	Feature 59	Feature 60	Feature 61	Feature 62	Feature 63	Feature 64	Feature 65	Feature 66	Feature 67	
2023-12-22 10:35:15	60.38	18258170.0	5.889599999999518	4740.550318842323	25.38231489587488	20.91951425666374	21.94749846587867	23.23629602105202	14.82344029328523	21.02260201693929	20.94158655429179	23.8923590390039	28.47416471541582	22.26434768203043	19.28052978570162	19.74621657698015	16.09156918942275	33.25714602232377	29.07557242763662	20.15664015941609	17.26222651899362	19.27129668438471	17.57582859599939	23.76339446342162	26.04079596496405	23.5267573172491	17.8831354625468	22.11993666813186	25.57473931896774	21.911089914212	19.16034631494129	25.26948160746717	17.80763649076211	22.44187575919263	28.06124425473365	38.59955504824413	42.10137404660406	16.1469191609398	24.55782409773011	22.43570766137947	18.29019173822442	18.99910109378806	20.61755487785407	22.98536550250607	27.4144879924302	23.39840032333218	21.67232099928449	15.86197943923692	18.54544455935723	28.32945758249643	28.45641129936634	23.54806797353589	24.04357691775548	24.52289186811804	18.38878747186922	22.98996022874301	29.47275896783136	40.00856695223102	22.65634750312065	19.52129822674688	24.67655279213282	28.9067554742042	22.17709988984002	22.92390857519236	23.01990367859008	39.95782130960818	31.58525324723619
2023-12-22 10:35:18	60.3612	18244932.0	5.5119345600001	4721.193820063298	16.6269258453817	34.85977304373823	18.63011461075531	17.89151139008695	19.99714964371923	18.22552337684634	18.52201477494181	15.13379360386132	20.31166866194527	20.21809065789151	19.62559342712384	18.10554533964418	18.02617592086238	35.64113847099247	27.07524634955365	22.42550050477516	17.06960957237749	26.49474167758219	18.69487130890574	19.30106039259634	38.12671799971127	23.71072213026619	30.90796894409651	16.28357143650031	14.31399480897833	17.77289345572171	16.96436444210844	19.72987392649384	21.11586512261408	17.8696452520316	15.60406084659518	16.36659392378716	38.2777462783005	17.50908456478588	24.83899468238759	21.9601787910223	17.77438697023577	19.52067595651852	21.59876837338703	29.72580899785637	18.55674355678222	24.46820435605012	22.93512117019007	18.24575027527332	25.1601063646072	18.50954482490956	25.38616552027998	18.79663928385954	16.15989565409853	27.27491222411143	15.61578503203416	23.49968008333448	18.7316440840967	37.14931232523458	18.50001072858894	33.16227592645935	17.17082644406246	26.93166463605806	21.71965263381763	21.51867278249253	16.52467837617446	33.98751278999607	19.13991186309181
2023-12-22 10:35:20	60.3626	18248629.0	6.082321240000056	4728.045088894941	15.04680209335302	35.60529401382216	16.71883437493165	24.4968038077991	20.38439988208879	19.9080271064945	17.93856409873481	17.19216508357114	19.96038311585444	18.32190143749947	16.84082249667157	19.43321305571451	20.04573979360288	34.31700986546955	32.96294043995079	24.26820897337939	20.27267997195283	25.08001065262728	21.48567107383618	23.00436537796674	36.92298020352634	24.90352164739472	28.07482002148063	16.45325869862151	20.2117974284394	18.7745610775679	21.88102391358311	23.2001934549516	30.33402078995148	19.94581294996697	24.14603642390526	25.6205025505493	40.69586640249831	21.02382533329435	24.78604105078117	17.9519767851974	18.97498371683879	18.82377491911657	18.67103322064982	30.75252392103825	22.96707397730803	23.8597877787928	23.31211875351093	22.57671371318656	27.42519185959033	21.13788506880513	19.18708216005698	20.16546990334943	19.78833346212065	25.27688229805395	22.54169925149476	22.35947566956989	21.75302882647851	35.76559758379548	25.68735137039141	36.82036208606395	23.93605478442158	28.61975260980573	24.78785928441938	20.90349211147102	20.47584053734476	37.59434418384045	21.95307263572719
2023-12-22 10:35:23	60.308	18212320.0	5.409135999999762	4732.697174327446	15.74983949731847	34.94157574073668	18.11470048372687	21.61964088753331	19.08572414492946	18.54274502498693	21.35145836788258	20.07792156597079	21.52901847547624	19.9695629460112	18.11286962966878	18.53475447290628	17.70534063755937	34.31625773920967	27.32908034148107	16.90806702503374	18.04873146853041	22.56704463036614	16.29382540314728	23.26081394571124	29.40521024377794	20.84973343740652	23.82486526138658	17.29058472730143	19.48827112887034	15.88973013181718	19.36242056705441	18.64661670436989	24.13674647723711	18.60053677652453	29.16198191121959	17.56128495588108	40.60039813614397	15.9336570097445	25.46531580729565	18.88463358220719	26.51816017998129	17.32738107729869	23.87107930399728	30.62667013639667	21.06347811086446	21.13625343639326	22.30485512994552	20.93735863851152	24.57647040987246	18.70681390287093	21.87686729445083	20.80972118478198	16.36041535128774	24.84202318634034	15.03547835113602	19.6347774649099	19.22353263149603	37.65901323597022	24.09757207025515	34.06118682893089	23.04327804428821	26.68534698579704	22.91070689083421	24.53879296093647	16.99730569994317	34.41477350577134	22.73112516685882
2023-12-22 10:35:25	60.3334	18236029.0	7.086644440000327	4710.008039634905	24.53381329302873	21.63287046356911	24.47506632476554	29.09827945295906	39.76462892047923	29.47729940360056	28.89176643256352	22.94346060821895	30.16760750202203	23.99421583465191	36.68920763244585	23.74577209381097	29.41726920495999	40.5859543393288	35.24310134097762	26.08830972458768	22.14549991296166	23.02352133556083	25.73550254015264	26.61248556282383	23.81248703500863	22.75112792569498	21.78003441516729	23.29787568948255	24.72415542741349	21.03390625407085	31.60766916018463	27.45234854502182	26.25212793947174	24.31543895298266	32.26481097921731	36.80927739539605	38.78584010032161	19.85599513016209	29.80648658226076	28.88639571707986	27.22953641563114	26.38783663643909	28.45723554838264	26.72314919758855	30.05198513723687	29.18695051630991	27.28265048333549	28.54367766362101	26.61239203327487	30.26593860225385	27.96047852335408	24.77478759985375	24.42186853864523	28.44833569348544	27.08996463810661	24.11321106269948	31.10470310703093	35.0531998405429	29.07086438294944	30.19278296186895	29.8522620150776	28.69120426251728	33.97429303117298	21.67718868923792	22.93101806301031	32.8319529603526	29.91188499200413
2023-12-22 10:35:28	60.3188	18226632.0	6.968766559999494	4729.107391809434	17.18463444914291	38.77989562323526	22.49325238339769	23.31389601589467	26.95189477438499	21.55145518676623	26.12910225250765	19.63326329513395	29.74814754976321	22.48090334659102	19.41594248001983	20.46446570227113	18.78541721030406	38.83755762925031	21.23184608113237	25.57171046068541	19.04172912889329	24.59497504422968	22.14710557218304	22.84958776155455	38.0320970258497	22.90997086111759	26.82700663920299	21.41336860245551	23.59399326110655	21.50271278217737	20.95640356186525	26.66287775291532	27.25214127058851	21.58579366690704	21.49436453153747	20.45855937181471	40.8823675195041	22.73398805168324	31.00868417962195	22.11816333872999	23.71241367893948	25.02008515348272	21.88381774744913	27.85208161384457	20.10424580201487	24.29384844625596	27.39425316000252	18.7264292265218	26.3410188293722	21.49488532420373	20.44743786659633	25.69059259005416	22.33490239295552	19.92577611629274	17.33622946979118	26.39072128782536	20.83856716806674	37.43258220235148	21.83601392486188	28.17032529125328	19.4125589744186	32.36692359895156	22.501999304969	23.27771821925912	18.94070955010927	36.05477886776159	19.35560464227075
2023-12-22 10:35:30	60.2752	18200860.0	7.072264960000211	4727.508958604152	15.42419651497611	33.92706942238719	23.49304442948858	25.09420418863495	25.43568071686676	18.30429319002466	22.03272728187088	18.93909395692564	23.33104823971745	21.38886368101956	21.3673049478467	22.65409116408723	20.2633442226392	40.63809979846874	26.03484602817842	26.42739083516242	17.38055950603627	24.41472044842708	16.75890474955769	15.31914493079397	34.97234835464714	24.65669066814263	26.61002424981484	19.1950871109411	22.31419637041923	22.35541729350616	24.72898676734188	21.58316750416995	22.35571429031584	22.38725290657337	26.30005881721505	25.09122574303684	41.48548995448473	20.98737116222751	23.01109669785337	23.23692238476422	24.12519325719258	23.82679870635632	24.26963428694714	30.26397921677653	22.78843838620653	34.31820698475338	25.8124937785966	25.0763274727623	27.67324556895181	22.97120897246483	19.67020417739668	33.75698232728389	22.20495856391687	23.89920864706742	19.6625541312632	27.46471022926195	24.40297689134141	42.09855531846761	20.42704291621385	34.6703036515698	21.18950524162107	33.40984251065804	28.04271987710168	28.11772008146416	19.16572368590156	35.88229716729263	24.08538081732105
2023-12-22 10:35:33	60.3316	18232908.0	6.679641439999614	4710.055744979491	21.8820405892297	36.81924525318649	22.83274113152729	26.42022865473108	27.57857683945692	31.04524104304406	20.63640734607132	19.07160525394341	23.17927944007741	23.10798614530129	19.24540078299379	25.98492332578759	23.85199911748191	27.18351399297838	33.26126332920376	26.15329619510526	19.95672618824076	25.65669541450394	21.96494306619852	26.94815247137586	22.21805768633725	26.87168258496041	23.4439923731382	23.22508519389863	23.75487698528337	21.42844950261554	26.1580521195497	23.70106025207755	21.39488250795479	23.56453245339364	25.44986833186323	23.68502660220295	29.14141925707309	22.65231493909923	27.25000077595446	29.62042916001756	21.45527738520765	23.83818025576177	25.05064713715792	22.81889916198819	22.10696271724678	25.58566478839306	22.31748500565191	20.78448981290144	22.59488289963045	28.04251736852697	26.75885929840991	24.20126946867007	22.16782917897175	31.20007902337678	23.28969640084763	19.83334616692382	20.96107755413019	34.1414219912312	19.62654214702889	29.63958297617852	29.11979623631827	30.29396187270993	26.09478835409502	21.86093627294025	18.32569464396995	33.0019331342291	20.49019860088977
2023-12-22 10:35:35	60.2466	18175995.0	5.546188440000151	4725.076635488183	12.28542036806752	34.6882149495808	17.98802758770873	26.39578148543989	23.76990352612306	21.81724513904541	22.646804534541	17.07313045499487	20.18844332468807	19.26528490636829	16.5901901324079	18.82293533343235	18.94697701366343	33.06774588563968	33.77058797277213	24.15405018102189	17.11188625979534	22.22654699672186	20.71285535279839	18.78730343163127	36.30787030519991	22.12538106310536	27.07539673329006	20.61035225962909	20.90672689697591	15.97923017479515	22.32470962260073	16.12134156857686	24.34878438088053	16.93140102871243	22.79092340269063	16.20570158024506	37.83729128490861	14.02604710395241	25.78017052221033	16.45831971171244	15.13972786919879	17.12014840568388	17.58839822979344	31.62150696086487	16.87339554510119	24.47257576525794	21.21712820014819	22.43185313594964	24.03301082702037	20.49190572785808	21.18246837158257	18.56239055805311	16.14881186976217	25.2832983827003	17.75960506630434	22.06800300803166	19.07090561482547	37.42011739011975	22.96301608671157	30.46525030999448	23.74726871996318	28.14669711357972	23.3643536810338	21.13319898477148	19.60253280713281	36.45019337738671	26.88534135851913
2023-12-22 10:35:38	60.2682	18191779.0	6.099868759999936	4735.187593355394	14.93522998473336	33.05166992151312	16.46557148218991	23.79082619307085	22.62875376349307	19.84057219653181	18.38848956705654	17.90472155814292	21.9436391568946	19.19381408461994	17.1658165245271	19.75828842203573	18.20445164127695	34.1108946639028	32.23572982618259	26.35271365889468	18.43480670583139	27.64798106980856	23.43081660460929	20.66871997640648	39.13423808798503	21.40764517307046	29.04351184333255	19.78321396991204	22.59044444411745	21.64003073144029	21.88705458583405	19.04738450436633	25.16692590104986	19.14165861182509	23.03971099214253	15.0074997474005	38.40656207097118	12.97153087142987	25.70313093205973	20.0563036991273	15.75670834981963	16.99345980830413	19.34033515898716	31.34528163169906	23.02694301596937	24.72107363584449	24.34634192988444	18.01222460252672	21.70899894779106	20.21871483509914	17.8476529524758	22.74599914021691	16.46087708595906	25.60107062475633	20.99568773018705	24.23747749003502	28.53216718272492	37.79659924013539	21.04055506523027	33.37336757799056	22.83651609062914	28.3151552258904	21.00480546579534	22.5974142425626	22.51307579225775	37.32688572379455	28.53124796156448
